4049065	blaYIM-2 sense -10			
4049066	blaYIM-2 Anti sense -10			
4049067	blaens-i sense -10			
4049068	blaens-i Anti sense -10			
4049069	V V H A gene f  -10			
4049070	V V H A gene r  -10			
4049071	SerE-  gene f -10			
4049072	SerE-  gene r -10			
4049073	Bt2  gene f -10			
4049074	Bt2  gene r -10			
4049075	IL12-B F -11			
4049076	IL12-B R -11			
4049077	IL-23 F -11			
4049078	IL-23 R -11			
4049079	IL-17 F -11			
4049080	IL-17 R -11			
4049081	M13-Reverse -12			
4049082	M13-Forward -12			
4049083	T7-Prom -12			
4049084	T7-Term -12			
4049085	SP6-Prom -12			
4049086	F1 -13			
4049087	R1 -13			
4049088	F2 -13			
4049089	R2 -13			
4049090	F3 -13			
4049091	R3 -13			
4049092	F4 -13			
4049093	R4 -13			
4049094	F5 -13			
4049095	R5 -13			
4049096	F -14			
4049097	R -14			
4049098	F -14			
4049099	R -14			
4049100	Hex1deg(F)  -15			wobble
4049102	Astro-panF11(F)  -15			
4049104	Boca-AK-VP-(F)  -15			
4049105	Boca-AK-VP-®  -15			
4049106	Calici-P290- (F)  -15			
4049107	Calici-P289- ®  -15			
4049108	Rota-Beg-9 (F)  -15			
4049109	RVG9-(R)  -15			
4049110	IB F2 - 16			
4049111	IB R2 - 16			
4049112	KH1 - 16			wobble
4049113	H5 F4-817    - 16			
4049114	H-T7-R - 16			
4049115	HGGT - 16			
4049116	H5F3-395   - 16			
4049117	H5R3-1352    - 16			
4049118	H5R4 -1085 - 16			
4049119	KH3 - 16			wobble
4049120	4RV2 - 16			
4049121	H9-R940 - 16			
4049122	H5-F500 - 16			
4049123	H9-R1370 - 16			
4049124	H9-F1-6 - 16			
4049125	NDVF - 16			wobble
4049126	NDVR - 16			wobble
4049127	M2-NDV - 16			
4049128	F2-NDV - 16			
4049129	IFG-MF - 16			
4049130	IFG-MR - 16			
4049131	IL-12 -MF - 16			
4049132	IL-12 –MR - 16			
4048441	PCR2-NA-TM-BHQ2		BHQ-2	
4045669	ST CTO #1-CFR610(n-2)	BHQ-2	Spacer C3	
4049380	S. pneumoniae (lytA) Forw			
4049380	S. pneumoniae (lytA) Forw			
4049381	S. pneumoniae (lytA) Rvrs			
4049381	S. pneumoniae (lytA) Rvrs			
4049382	Human RNase P Frwd			
4049382	Human RNase P Frwd			
4049383	Human RNase P Frwd			
4049383	Human RNase P Frwd			
4049384	Human RNase P Frwd			
4049384	Human RNase P Frwd			
4049385	Human RNase P Frwd			
4049385	Human RNase P Frwd			
4049386	Human RNase P Frwd			
4049386	Human RNase P Frwd			
4049387	Human RNase P Rvrs			
4049387	Human RNase P Rvrs			
4049388	Human RNase P Rvrs			
4049388	Human RNase P Rvrs			
4049389	Human RNase P Rvrs			
4049389	Human RNase P Rvrs			
4049390	Human RNase P Rvrs			
4049390	Human RNase P Rvrs			
4049391	Human RNase P Rvrs			
4049391	Human RNase P Rvrs			
4048361	Cp4SR			
4048837	18S rRNA _F			
4048838	18S rRNA _R			
4049133	IFG-CF - 16			
4049134	IFG-CR - 16			
4049135	IL6-CF - 16			
4049136	IL6-CR - 16			
4049137	MHCII-CF - 16			
4049138	MHCII-CR - 16			
4049139	hep58 F-18			
4049140	hep59 R -18			
4049141	intI2L F -18			
4049142	intI2R R  -18			
4049143	intI3L F -18			
4049144	intI3R R: -18			
4049145	JG-aacA4-F F -18			
4049146	JG-aacA4-F R -18			
4049147	OprM-MexA F  -18			
4049148	OprM-MexA R -18			
4049149	OprM-MexR F -18			
4049150	OprM-MexR R: -18			
4049151	OprM-MexB F: -18			
4049152	OprM-MexB R -18			
4049153	f-19			
4049154	r -19			
4049155	ITS4  -21			
4049156	ITS5  -21			
4049157	1- -22			
4049158	2 -22			
4049159	3 -22			
4049160	4 -22			
4049161	1-  -26			
4049162	2-  -26			
4049163	3-  -26			
4049164	4-  -26			
4049165	5-  -26			
4049166	6-  -26			
4049167	7-  -26			
4049168	8-  -26			
4049169	9-  -26			
4049171	AV1-F			
4049172	AV2-R			
4049396	MS-New5-r98			
4045645	MS2;3076L20			
4048350	GAPDH	FAM	BHQ-1	
4048410	OsAHASL-S653N-Mutant	FAM	BHQ-1	
4049170	AV-3 P	FAM	BHQ-1	
4049194	A1830-P1	FAM	BHQ-1	
4045695	16S_Campy_FAM_P1		Spacer C3	
4043551	Myco_1F	Biotin		
4043555	Myco_5F	Biotin		purity
4048725	IKBKAP-FD maijor_P2	CAL Fluor Gold 540	BHQ-1	
4048730	Usher_P2	CAL Fluor Gold 540	BHQ-1	
4048733	MLD_P2	CAL Fluor Gold 540	BHQ-1	
4048737	PCCA_1001_P2	CAL Fluor Gold 540	BHQ-1	
4048742	PCCA_715_P2	CAL Fluor Gold 540	BHQ-1	
4048774	rs45617144_P2	CAL Fluor Gold 540	BHQ-1	
4048778	rs34420676_P2	CAL Fluor Gold 540	BHQ-1	
4049225	Ado303 randompentadecamer			wobble
4049395	plasmid2	FAM		
4049211	BmF588			
4049212	BmF750			
4049214	BmF1538			
4049218	MTB-Hy-V2-FAM		Phos	
4049101	Hex2deg®  -15			wobble
4049103	Astro-pan-R1®  -15			wobble
4049183	H5+1680 BHQ	FAM	Spacer C3	
4049392	S. pneumoniae (lytA) Prob	FAM	Spacer C3	ms okLow Yield at Ods 02/28/14 mrr
4049207	Mrejii SAFAM3		Biotin	
4049210	BmF556			
4049213	BmR775			
4049215	BmR1563			
4049216	YpR600			
4049217	YpR681			
4042427	pcr00e-FB	Biotin		
4042428	pcr10a-FB	Biotin		
4042429	pcr10b-FB	Biotin		
4042436	pcr60b-FB	Biotin		
4042438	pcr60d-FB	Biotin		poor biotin dw
4042446	pcr10c-RB	Biotin		MS not ok: TSlow abs. at ODs 03/03/14 AG
4048376	PB1-1			wobble
4043113	5-NH2-SP9-CTS73-97	Amino C6		
4045660	Ring 1A (GI) #	FAM	BHQ-1	wobble
4047548	r10_QRI-1_1_102413dpF-8+	FAM	BHQ-1	
4047803	NC_292_P	FAM	BHQ-1	
4048605	tcdBCdiff1411-T1-A1	FAM	BHQ-1	
4041550	DenMPExoP9		Spacer C3	low yield at ODs LR 3/4/2014
4047695	Candida Tropicalis_P	TAMRA	BHQ-2	MS oklow yield 3/3/2014 la
4047696	Candida Tropicalis_P	TAMRA	BHQ-2	ms okLow Yield at Ods 03/03/14 mrr
4047698	Candida Tropicalis_P	TAMRA	BHQ-2	MS not ok: TSLow Yield at Ods 03/03/14 mrr
4047699	Candida Tropicalis_P	TAMRA	BHQ-2	MS not ok: TSLow Yield at Ods 03/03/14 mrr
4047701	Candida Tropicalis_P	TAMRA	BHQ-2	
4047702	Candida Tropicalis_P	TAMRA	BHQ-2	ms okLow Yield at Ods 03/03/14 mrr
4047703	Candida Tropicalis_P	TAMRA	BHQ-2	MS not ok: TSLow Yield at Ods 03/03/14 mrr
4047704	Candida Tropicalis_P	TAMRA	BHQ-2	MS not ok: TSLow Yield at Ods 03/03/14 mrr
4047705	Candida Tropicalis_P	TAMRA	BHQ-2	
4047706	Candida Tropicalis_P	TAMRA	BHQ-2	MS not ok: TSLow Yield at Ods 03/03/14 mrr
4047708	Candida Tropicalis_P	TAMRA	BHQ-2	MS not ok: TSLow Yield at Ods 03/03/14 mrr
4047709	Candida Tropicalis_P	TAMRA	BHQ-2	Poor TAM coupling
4049193	16SP FAM	FAM	BHQ-1	MS ok: TS 030514Low Yield at Ods 02/28/14 mrrsee 285657 for syn. info. dw
4041493	CtcpA1_x_PrbF2_rox		Spacer C3	
4049405	SC337F1			
4049409	SC40F1			
4049413	SH143F1			
4049417	SH211F1			
4049403	SC337A1FM	FAM	BHQ-1	
4049407	SC40A1FM	FAM	BHQ-1	
4049411	SH143A1FM	FAM	BHQ-1	
4049415	SH211A1FM	FAM	BHQ-1	
4049404	SC337A2TT	TET	BHQ-1	
4049408	SC40A2TT	TET	BHQ-1	
4049412	SH143A2TT	TET	BHQ-1	
4049416	SH211A2TT	TET	BHQ-1	
4049406	SC337R1			
4049410	SC40R1			
4049414	SH143R1			
4049418	SH211R1			
4049184	MX H5 1680+ probe	FAM	BHQ-1	see 285695 for syn. info. dw
4049393	Human RNase P Probe	FAM	BHQ-1	see 285695 for syn. info. dw
4049515	SE3132F1			
4049519	SE3133F1			
4049523	SE3134F1			
4049527	SE3135F1			
4049531	SE3136F1			
4049535	SE3137F1			
4049539	SE3138F1			
4049543	SE3139F1			
4049547	SE3140F1			
4049551	SE3141F1			
4049555	SE3142F1			
4049513	SE3132A1FM	FAM	BHQ-1	Poor FAM coupling
4049517	SE3133A1FM	FAM	BHQ-1	Poor FAM coupling
4049521	SE3134A1FM	FAM	BHQ-1	Poor FAM coupling
4049525	SE3135A1FM	FAM	BHQ-1	Poor FAM coupling
4049529	SE3136A1FM	FAM	BHQ-1	Poor FAM coupling
4049533	SE3137A1FM	FAM	BHQ-1	Poor FAM coupling
4049537	SE3138A1FM	FAM	BHQ-1	Poor FAM coupling
4049541	SE3139A1FM	FAM	BHQ-1	Poor FAM coupling
4049545	SE3140A1FM	FAM	BHQ-1	Poor FAM coupling
4049549	SE3141A1FM	FAM	BHQ-1	Poor FAM coupling
4049553	SE3142A1FM	FAM	BHQ-1	Poor FAM coupling
4049514	SE3132A2TT	TET	BHQ-1	
4049518	SE3133A2TT	TET	BHQ-1	
4049522	SE3134A2TT	TET	BHQ-1	
4049526	SE3135A2TT	TET	BHQ-1	
4049530	SE3136A2TT	TET	BHQ-1	
4049534	SE3137A2TT	TET	BHQ-1	
4049538	SE3138A2TT	TET	BHQ-1	
4049542	SE3139A2TT	TET	BHQ-1	
4049546	SE3140A2TT	TET	BHQ-1	
4049550	SE3141A2TT	TET	BHQ-1	
4049554	SE3142A2TT	TET	BHQ-1	
4049516	SE3132R1			
4049520	SE3133R1			
4049524	SE3134R1			
4049528	SE3135R1			
4049532	SE3136R1			
4049536	SE3137R1			
4049540	SE3138R1			
4049544	SE3139R1			
4049548	SE3140R1			
4049552	SE3141R1			
4049556	SE3142R1			
4049560	SE1258F1			
4049564	SE1755F1			
4049568	SE2070F1			
4049572	SE2076F1			
4049576	SE2458F1			
4049580	SE2997F1			
4049584	SF3076F1			
4049588	SL1073F1			
4049592	SL956F1			
4049596	SM1090AF1			
4049600	SP1401F1			
4049604	SP1500F1			
4049608	SP1710F1			
4049612	SP1821F1			
4049616	SP694F1			
4049620	SQ12F1			
4049624	SW368F1			
4049628	SW369F1			
4049559	SE1258A2VC	TET	BHQ-1	
4049563	SE1755A2TT	TET	BHQ-1	
4049567	SE2070A2TT	TET	BHQ-1	
4049571	SE2076A2TT	TET	BHQ-1	
4049575	SE2458A2TT	TET	BHQ-1	
4049579	SE2997A2TT	TET	BHQ-1	
4049583	SF3076A2TT	TET	BHQ-1	
4049587	SL1073A2TT	TET	BHQ-1	
4049591	SL956A2TT	TET	BHQ-1	
4049595	SM1090AA2VC	TET	BHQ-1	
4049599	SP1401A2TT	TET	BHQ-1	
4049603	SP1500A2TT	TET	BHQ-1	
4049607	SP1710A2TT	TET	BHQ-1	
4049611	SP1821A2TT	TET	BHQ-1	
4049615	SP694A2VC	TET	BHQ-1	
4049619	SQ12A2TT	TET	BHQ-1	
4049623	SW368A2TT	TET	BHQ-1	
4049627	SW369A2TT	TET	BHQ-1	
4049561	SE1258R1			
4049565	SE1755R1			
4049569	SE2070R1			
4049573	SE2076R1			
4049577	SE2458R1			
4049581	SE2997R1			
4049585	SF3076R1			
4049589	SL1073R1			
4049593	SL956R1			
4049597	SM1090AR1			
4049601	SP1401R1			
4049605	SP1500R1			
4049609	SP1710R1			
4049613	SP1821R1			
4049617	SP694R1			
4049621	SQ12R1			
4049625	SW368R1			
4049629	SW369R1			
4049467	MMTV env_1		Quasar 670	More then three synthesis failures: TS
4049468	MMTV env_2		Quasar 670	More then three synthesis failures: TS
4049469	MMTV env_3		Quasar 670	More then three synthesis failures: TS
4049470	MMTV env_4		Quasar 670	More then three synthesis failures: TS
4049471	MMTV env_5		Quasar 670	More then three synthesis failures: TS
4049472	MMTV env_6		Quasar 670	More then three synthesis failures: TS
4049473	MMTV env_7		Quasar 670	More then three synthesis failures: TS
4049474	MMTV env_8		Quasar 670	More then three synthesis failures: TS
4049475	MMTV env_9		Quasar 670	More then three synthesis failures: TS
4049476	MMTV env_10		Quasar 670	More then three synthesis failures: TS
4049477	MMTV env_11		Quasar 670	More then three synthesis failures: TS
4049478	MMTV env_12		Quasar 670	More then three synthesis failures: TS
4049479	MMTV env_13		Quasar 670	More then three synthesis failures: TS
4049480	MMTV env_14		Quasar 670	More then three synthesis failures: TS
4049481	MMTV env_15		Quasar 670	More then three synthesis failures: TS
4049482	MMTV env_16		Quasar 670	More then three synthesis failures: TS
4049483	MMTV env_17		Quasar 670	More then three synthesis failures: TS
4049484	MMTV env_18		Quasar 670	More then three synthesis failures: TS
4049485	MMTV env_19		Quasar 670	More then three synthesis failures: TS
4049486	MMTV env_20		Quasar 670	More then three synthesis failures: TS
4049487	MMTV env_21		Quasar 670	More then three synthesis failures: TS
4049488	MMTV env_22		Quasar 670	More then three synthesis failures: TS
4049489	MMTV env_23		Quasar 670	More then three synthesis failures: TS
4049490	MMTV env_24		Quasar 670	More then three synthesis failures: TS
4049491	MMTV env_25		Quasar 670	More then three synthesis failures: TS
4049492	MMTV env_26		Quasar 670	More then three synthesis failures: TS
4049493	MMTV env_27		Quasar 670	More then three synthesis failures: TS
4049494	MMTV env_28		Quasar 670	More then three synthesis failures: TS
4049495	MMTV env_29		Quasar 670	More then three synthesis failures: TS
4049496	MMTV env_30		Quasar 670	More then three synthesis failures: TS
4049497	MMTV env_31		Quasar 670	More then three synthesis failures: TS
4049498	MMTV env_32		Quasar 670	More then three synthesis failures: TS
4049499	MMTV env_33		Quasar 670	More then three synthesis failures: TS
4049500	MMTV env_34		Quasar 670	More then three synthesis failures: TS
4049501	MMTV env_35		Quasar 670	More then three synthesis failures: TS
4049502	MMTV env_36		Quasar 670	More then three synthesis failures: TS
4049503	MMTV env_37		Quasar 670	More then three synthesis failures: TS
4049504	MMTV env_38		Quasar 670	More then three synthesis failures: TS
4049505	MMTV env_39		Quasar 670	More then three synthesis failures: TS
4049506	MMTV env_40		Quasar 670	More then three synthesis failures: TS
4049507	MMTV env_41		Quasar 670	More then three synthesis failures: TS
4049508	MMTV env_42		Quasar 670	More then three synthesis failures: TS
4049509	MMTV env_43		Quasar 670	More then three synthesis failures: TS
4049510	MMTV env_44		Quasar 670	More then three synthesis failures: TS
4049511	MMTV env_45		Quasar 670	More then three synthesis failures: TS
4049419	MMTV gag_1		Quasar 570	
4049420	MMTV gag_2		Quasar 570	
4049421	MMTV gag_3		Quasar 570	
4049422	MMTV gag_4		Quasar 570	
4049423	MMTV gag_5		Quasar 570	
4049424	MMTV gag_6		Quasar 570	
4049425	MMTV gag_7		Quasar 570	
4049426	MMTV gag_8		Quasar 570	
4049427	MMTV gag_9		Quasar 570	
4049428	MMTV gag_10		Quasar 570	
4049429	MMTV gag_11		Quasar 570	
4049430	MMTV gag_12		Quasar 570	
4049431	MMTV gag_13		Quasar 570	
4049432	MMTV gag_14		Quasar 570	
4049433	MMTV gag_15		Quasar 570	
4049434	MMTV gag_16		Quasar 570	
4049435	MMTV gag_17		Quasar 570	
4049436	MMTV gag_18		Quasar 570	
4049437	MMTV gag_19		Quasar 570	
4049438	MMTV gag_20		Quasar 570	
4049439	MMTV gag_21		Quasar 570	
4049440	MMTV gag_22		Quasar 570	
4049441	MMTV gag_23		Quasar 570	
4049442	MMTV gag_24		Quasar 570	
4049443	MMTV gag_25		Quasar 570	
4049444	MMTV gag_26		Quasar 570	
4049445	MMTV gag_27		Quasar 570	
4049446	MMTV gag_28		Quasar 570	
4049447	MMTV gag_29		Quasar 570	
4049448	MMTV gag_30		Quasar 570	
4049449	MMTV gag_31		Quasar 570	
4049450	MMTV gag_32		Quasar 570	
4049451	MMTV gag_33		Quasar 570	
4049452	MMTV gag_34		Quasar 570	
4049453	MMTV gag_35		Quasar 570	
4049454	MMTV gag_36		Quasar 570	
4049455	MMTV gag_37		Quasar 570	
4049456	MMTV gag_38		Quasar 570	
4049457	MMTV gag_39		Quasar 570	
4049458	MMTV gag_40		Quasar 570	
4049459	MMTV gag_41		Quasar 570	
4049460	MMTV gag_42		Quasar 570	
4049461	MMTV gag_43		Quasar 570	
4049462	MMTV gag_44		Quasar 570	
4049463	MMTV gag_45		Quasar 570	
4049464	MMTV gag_46		Quasar 570	
4049465	MMTV gag_47		Quasar 570	
4049466	MMTV gag_48		Quasar 570	
4049630	IL-2 RNA FISH_1		Quasar 570	
4049631	IL-2 RNA FISH_2		Quasar 570	
4049632	IL-2 RNA FISH_3		Quasar 570	
4049633	IL-2 RNA FISH_4		Quasar 570	
4049634	IL-2 RNA FISH_5		Quasar 570	
4049635	IL-2 RNA FISH_6		Quasar 570	
4049636	IL-2 RNA FISH_7		Quasar 570	
4049637	IL-2 RNA FISH_8		Quasar 570	
4049638	IL-2 RNA FISH_9		Quasar 570	
4049639	IL-2 RNA FISH_10		Quasar 570	
4049640	IL-2 RNA FISH_11		Quasar 570	
4049641	IL-2 RNA FISH_12		Quasar 570	
4049642	IL-2 RNA FISH_13		Quasar 570	
4049643	IL-2 RNA FISH_14		Quasar 570	
4049644	IL-2 RNA FISH_15		Quasar 570	
4049645	IL-2 RNA FISH_16		Quasar 570	
4049646	IL-2 RNA FISH_17		Quasar 570	
4049647	IL-2 RNA FISH_18		Quasar 570	
4049648	IL-2 RNA FISH_19		Quasar 570	
4049649	IL-2 RNA FISH_20		Quasar 570	
4049650	IL-2 RNA FISH_21		Quasar 570	
4049651	IL-2 RNA FISH_22		Quasar 570	
4049652	IL-2 RNA FISH_23		Quasar 570	
4049653	IL-2 RNA FISH_24		Quasar 570	
4049654	IL-2 RNA FISH_25		Quasar 570	
4049655	IL-2 RNA FISH_26		Quasar 570	
4049656	IL-2 RNA FISH_27		Quasar 570	
4049657	IL-2 RNA FISH_28		Quasar 570	
4049658	IL-2 RNA FISH_29		Quasar 570	
4049659	IL-2 RNA FISH_30		Quasar 570	
4049660	IL-2 RNA FISH_31		Quasar 570	
4049661	IL-2 RNA FISH_32		Quasar 570	
4049662	IL-2 RNA FISH_33		Quasar 570	
4049663	IL-2 RNA FISH_34		Quasar 570	
4049664	IL-2 RNA FISH_35		Quasar 570	
4049665	IL-2 RNA FISH_36		Quasar 570	
4049666	IL-2 RNA FISH_37		Quasar 570	
4049667	IL-2 RNA FISH_38		Quasar 570	
4049668	IL-2 RNA FISH_39		Quasar 570	
4049669	IL-2 RNA FISH_40		Quasar 570	
4049670	IL-2 RNA FISH_41		Quasar 570	
4049671	IL-2 RNA FISH_42		Quasar 570	
4049672	IL-2 RNA FISH_43		Quasar 570	
4049673	IL-2 RNA FISH_44		Quasar 570	
4049674	IL-2 RNA FISH_45		Quasar 570	
4049675	IL-2 RNA FISH_46		Quasar 570	
4049676	IL-2 RNA FISH_47		Quasar 570	
4049677	IL-2 RNA FISH_48		Quasar 570	
4048077	C282YR7	FAM		purity
4048079	C282YR7	FAM		purity
4048080	C282YR7	FAM		purity
4046964	CCL11_intron_1		mdC(TEG-Amino)	incomplete deprotection, +27 adducts: TS
4047018	CCL11_exon_28		mdC(TEG-Amino)	incomplete deprotection, +27 adducts: TS
4047401	CCL2_eRNA1_intron_16		mdC(TEG-Amino)	incomplete deprotection, +27 adducts: TS
4045104	SSM_016_SH-1a-Dig	Thiol C6 SS	T(DIG)	ms oklow yield at ODs 03/10/14 AG
4041983	PIV1_CAF825-1-HT66	BHQ-1	Spacer C3	
4049678	Megasphaera_F			ms okLow yield BL 03/04/14
4049679	Megasphaera_F			
4049680	Megasphaera_F			
4049681	Megasphaera_F			
4049682	Megasphaera_F			
4049683	Megasphaera_F			
4049684	Megasphaera_F			
4049685	Megasphaera_F			
4049686	Megasphaera_F			
4049687	Megasphaera_F			
4049688	Megasphaera_F			
4049689	Megasphaera_F			
4049690	Megasphaera_F			
4049691	Megasphaera_F			
4049692	Megasphaera_F			
4049693	Megasphaera_F			
4049694	Megasphaera_F			
4049695	Megasphaera_F			
4049696	Megasphaera_F			
4049697	Megasphaera_F			
4049698	Megasphaera _R			
4049699	Megasphaera _R			
4049700	Megasphaera _R			
4049701	Megasphaera _R			
4049702	Megasphaera _R			
4049703	Megasphaera _R			
4049704	Megasphaera _R			
4049705	Megasphaera _R			
4049706	Megasphaera _R			
4049707	Megasphaera _R			
4049708	Megasphaera _R			
4049709	Megasphaera _R			
4049710	Megasphaera _R			
4049711	Megasphaera _R			
4049712	Megasphaera _R			
4049713	Megasphaera _R			
4049714	Megasphaera _R			
4049715	Megasphaera _R			
4049716	Megasphaera _R			
4049717	Megasphaera _R			
4049738	Atopobium Vaginae_F			ms okLow yield BL 03/04/14
4049739	Atopobium Vaginae_F			
4049740	Atopobium Vaginae_F			flushed  dw
4049741	Atopobium Vaginae_F			
4049742	Atopobium Vaginae_F			
4049743	Atopobium Vaginae_F			
4049744	Atopobium Vaginae_F			
4049745	Atopobium Vaginae_F			
4049746	Atopobium Vaginae_F			ms okLow yield BL 03/04/14
4049747	Atopobium Vaginae_F			
4049748	Atopobium Vaginae_F			
4049749	Atopobium Vaginae_F			
4049750	Atopobium Vaginae_F			
4049751	Atopobium Vaginae_F			
4049752	Atopobium Vaginae_F			
4049753	Atopobium Vaginae_F			
4049754	Atopobium Vaginae_F			ms okLow yield BL 03/04/14
4049755	Atopobium Vaginae_F			ms okLow yield BL 03/04/14
4049756	Atopobium Vaginae_F			
4049757	Atopobium Vaginae_F			
4049758	Atopobium Vaginae _R			
4049759	Atopobium Vaginae _R			
4049760	Atopobium Vaginae _R			
4049761	Atopobium Vaginae _R			
4049762	Atopobium Vaginae _R			ms okLow yield BL 03/04/14
4049763	Atopobium Vaginae _R			
4049764	Atopobium Vaginae _R			
4049765	Atopobium Vaginae _R			
4049766	Atopobium Vaginae _R			
4049767	Atopobium Vaginae _R			
4049768	Atopobium Vaginae _R			
4049769	Atopobium Vaginae _R			
4049770	Atopobium Vaginae _R			ms okLow yield BL 03/04/14
4049771	Atopobium Vaginae _R			ms okLow yield BL 03/04/14
4049772	Atopobium Vaginae _R			
4049773	Atopobium Vaginae _R			
4049774	Atopobium Vaginae _R			
4049775	Atopobium Vaginae _R			
4049776	Atopobium Vaginae _R			
4049777	Atopobium Vaginae _R			
4049798	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049799	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049800	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049801	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049802	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049803	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049804	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049805	Gardnerella Vaginalis_F			flushed  dw
4049806	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049807	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049808	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049809	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049810	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049811	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049812	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049813	Gardnerella Vaginalis_F			ms okLow yield BL 03/04/14
4049814	Gardnerella Vaginalis_F			
4049815	Gardnerella Vaginalis_F			
4049816	Gardnerella Vaginalis_F			
4049817	Gardnerella Vaginalis_F			
4049818	Gardnerella Vaginalis _R			ms okLow yield BL 03/04/14
4049819	Gardnerella Vaginalis _R			ms okLow yield BL 03/04/14
4049820	Gardnerella Vaginalis _R			
4049821	Gardnerella Vaginalis _R			
4049822	Gardnerella Vaginalis _R			
4049823	Gardnerella Vaginalis _R			
4049824	Gardnerella Vaginalis _R			
4049825	Gardnerella Vaginalis _R			
4049826	Gardnerella Vaginalis _R			
4049827	Gardnerella Vaginalis _R			
4049828	Gardnerella Vaginalis _R			
4049829	Gardnerella Vaginalis _R			ms okLow yield BL 03/04/14
4049830	Gardnerella Vaginalis _R			
4049831	Gardnerella Vaginalis _R			
4049832	Gardnerella Vaginalis _R			
4049833	Gardnerella Vaginalis _R			
4049834	Gardnerella Vaginalis _R			
4049835	Gardnerella Vaginalis _R			ms okLow yield BL 03/04/14
4049836	Gardnerella Vaginalis _R			
4049837	Gardnerella Vaginalis _R			
4049858	Lacto Acid/Crisp_F			
4049859	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049860	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049861	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049862	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049863	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049864	Lacto Acid/Crisp_F			flushed. NM.
4049865	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049866	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049867	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049868	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049869	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049870	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049871	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049872	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049873	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049874	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049875	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049876	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049877	Lacto Acid/Crisp_F			ms okLow yield BL 03/04/14
4049878	Lacto Acid/Crisp_R			
4049879	Lacto Acid/Crisp_R			
4049880	Lacto Acid/Crisp_R			
4049881	Lacto Acid/Crisp_R			
4049882	Lacto Acid/Crisp_R			
4049883	Lacto Acid/Crisp_R			
4049884	Lacto Acid/Crisp_R			
4049885	Lacto Acid/Crisp_R			
4049886	Lacto Acid/Crisp_R			
4049887	Lacto Acid/Crisp_R			
4049888	Lacto Acid/Crisp_R			
4049889	Lacto Acid/Crisp_R			
4049890	Lacto Acid/Crisp_R			
4049891	Lacto Acid/Crisp_R			
4049892	Lacto Acid/Crisp_R			
4049893	Lacto Acid/Crisp_R			
4049894	Lacto Acid/Crisp_R			
4049895	Lacto Acid/Crisp_R			
4049896	Lacto Acid/Crisp_R			
4049897	Lacto Acid/Crisp_R			
4049918	Lacto Jensenii_F			
4049919	Lacto Jensenii_F			ms okLow yield BL 03/04/14
4049920	Lacto Jensenii_F			
4049921	Lacto Jensenii_F			
4049922	Lacto Jensenii_F			
4049923	Lacto Jensenii_F			ms okLow yield BL 03/04/14
4049924	Lacto Jensenii_F			
4049925	Lacto Jensenii_F			
4049926	Lacto Jensenii_F			
4049927	Lacto Jensenii_F			
4049928	Lacto Jensenii_F			
4049929	Lacto Jensenii_F			
4049930	Lacto Jensenii_F			
4049931	Lacto Jensenii_F			
4049932	Lacto Jensenii_F			
4049933	Lacto Jensenii_F			
4049934	Lacto Jensenii_F			
4049935	Lacto Jensenii_F			
4049936	Lacto Jensenii_F			
4049937	Lacto Jensenii_F			
4049938	Lacto Jensenii _R			
4049939	Lacto Jensenii _R			
4049940	Lacto Jensenii _R			
4049941	Lacto Jensenii _R			
4049942	Lacto Jensenii _R			
4049943	Lacto Jensenii _R			
4049944	Lacto Jensenii _R			
4049945	Lacto Jensenii _R			
4049946	Lacto Jensenii _R			
4049947	Lacto Jensenii _R			
